,restaurant_name,restaurant_url,avg_review_score,reviews,type_of_cuisine,street,zip_code,city
604,Kanaan,https://www.lieferando.de/en/menu/kanaan-10437,4.0,49,"Vegetarian, Lebanese, Vegan",Schliemannstraße 15,10437,Berlin
605,KUZO,https://www.lieferando.de/en/menu/kuzo,4.0,17,"Sushi, Vietnamese, Vegan",Prenzlauerallee 48,10405,Berlin
606,Asia Deli,https://www.lieferando.de/en/menu/asia-deli,3.5,464,"Chinese, Vegetarian, Asian",Seestrasse 41,13353,Berlin
607,'A Magica,https://www.lieferando.de/en/menu/a-magica,3.5,512,"Italian style pizza, Vegetarian, Vegan",Greifenhagener Straße 54,10437,Berlin
608,ASMAN,https://www.lieferando.de/en/menu/asman-berlin,3.5,583,"Indian, Vegetarian, Steaks",Ackerstr. 20,10115,Berlin
609,Happy Asia,https://www.lieferando.de/en/menu/happy-asia-berlin-danzigerstr,3.5,927,"Sushi, Vietnamese, Asian",Danzigerstr. 10,10435,Berlin
610,Tijuana,https://www.lieferando.de/en/menu/malzcafe,3.5,278,"Mexican, Burgers",Knaackstraße 99 / Danziger Straße 10,10435,Berlin
611,Restaurant Jalla Jalla,https://www.lieferando.de/en/menu/restaurant-jalla-jalla,3.5,49,"Arab, Falafel",Kopenhagenerstr. 4,10437,Berlin
612,Creasian,https://www.lieferando.de/en/menu/creasian,3.5,38,"Vegan, Soups, Asian",Große Hamburger Straße 20,10115,Berlin
613,Delabuu Ice Cream,https://www.lieferando.de/en/menu/delabuu-ice-cream-gleimstrasse,3.5,11,"Desserts, Ice cream",Gleimstraße 26,10437,Berlin
614,Juki - Korean BBQ and Soju Bar,https://www.lieferando.de/en/menu/juki-korean-bbq-and-soju-bar,3.5,161,"Korean, Asian",Lychener Straße 13,10437,Berlin
615,Italofritzen,https://www.lieferando.de/en/menu/italofritzen,3.5,101,"Italian style pizza, Salads, Pasta",Friedrichstr. 105,10117,Berlin
616,La Premiata in Berlin since 2020,https://www.lieferando.de/en/menu/la-premiata,3.5,4,"Italian, Desserts, Pasta",Weinbergsweg 4,10119,Berlin
617,Kebab House,https://www.lieferando.de/en/menu/kebab-house-berlin,3.0,137,"Turkish, Döner, Falafel",Bülowstraße 1-3,10783,Berlin
618,Sausalitos,https://www.lieferando.de/en/menu/sausalitos-berlin-oranienburger-strasse,3.0,21,"Mexican, American, Burgers",Oranienburger Straße 50,10117,Berlin
619,Hamdibaba,https://www.lieferando.de/en/menu/hamdibaba-schoneberg,0.0,0,"Italian style pizza, Döner, Vegan",Hauptstraße 159,10827,Berlin
620,Dada Falafel,https://www.lieferando.de/en/menu/dada-falafel,0.0,0,"Vegetarian, Falafel",Linienstraße 132 links,10115,Berlin
621,Weilands Wellfood,https://www.lieferando.de/en/menu/weilands-wellfood-1,0.0,0,"Israeli, Vegetarian, Falafel",Eichhornstraße 3,10785,Berlin
622,Manngo Vietnam-Restaurant,https://www.lieferando.de/en/menu/manngo-vietnam-restaurant-berlin,0.0,0,"Vietnamese, Vegan, Soups",Mulackstraße 29,10119,Berlin
623,Rotes Kamel,https://www.lieferando.de/en/menu/rotes-kamel,4.5,62,"Lebanese, 100% Halal, Arab",Hannah-Arendt-Straße 4,10117,Berlin
624,Sam Yuk Gu,https://www.lieferando.de/en/menu/sam-yuk-gu,4.5,783,"Chicken, Korean, Asian",Seestraße 71,13347,not found
625,Pizza Nostra,https://www.lieferando.de/en/menu/pizza-nostra-berlin,4.0,2164,"Italian, Italian style pizza",Lychener Straße 2,10437,Berlin
626,Salami Social Club II,https://www.lieferando.de/en/menu/salami-social-club-ii,0.0,0,"Italian style pizza, American style pizza, Vegan",Schönhauser Allee 176,10119,Berlin
627,Master Chi,https://www.lieferando.de/en/menu/master-chi,4.0,474,"Vietnamese, Seafood, Asian",Knaackstraße 99,10435,Berlin
628,Hot Million Burger,https://www.lieferando.de/en/menu/hot-million-burger-berlin,4.0,865,"Italian style pizza, Burgers, Hot dog",Pankstrasse 79,13357,Berlin
629,Der Everest Indisch & Nepalesiches Restaurant,https://www.lieferando.de/en/menu/der-everest,4.0,654,"Indian, Chicken, Asian",Turmstraße 17,10559,Berlin
630,Köfte Ma,https://www.lieferando.de/en/menu/koefte-ma,4.5,40,"Turkish, Vegetarian, 100% Halal",Danziger Straße 2,10435,Berlin
631,Solo Pizza,https://www.lieferando.de/en/menu/solo-pizza-berlin-1,4.0,10,"Italian, Italian style pizza, Pasta",Danzigerstr. 7,10435,Berlin
632,Döner & Curry,https://www.lieferando.de/en/menu/doener-curry,4.0,228,"Burgers, Döner, 100% Halal",Dircksenstraße 116,10178,Berlin
633,Burgermeister Eberswalder,https://www.lieferando.de/en/menu/burgermeister-eberswalder,4.0,2847,"Snacks, American, Burgers",Schönhauser Allee 45,10435,Berlin
634,Diazo ®,https://www.lieferando.de/en/menu/diazo-r,4.0,1674,"Italian style pizza, Burgers, Pasta",Schulstraße 35,13347,Berlin
635,Suppenfreunde,https://www.lieferando.de/en/menu/suppenfreunde,5.0,28,"Lunch, Russian, Soups",Heinrich-Roller-Straße 10,10405,Berlin
636,Aroy,https://www.lieferando.de/en/menu/aroy,4.0,66,"Sushi, Vegetarian, Asian",Schönhauser Allee 74,10437,Berlin
637,Spar Express,https://www.lieferando.de/en/menu/spar-express-berlin-prenzl-allee,5.0,18,"Drinks, Drinks/Snacks, Groceries",Prenzlauer Allee 179,10409,Berlin
638,Zeitlos Pizzeria,https://www.lieferando.de/en/menu/zeitlos-pizzeria,4.5,1814,"Italian style pizza, Vegan, Pasta",Emmentaler Straße 12,13407,Berlin
639,Little italy,https://www.lieferando.de/en/menu/little-italy,4.5,1029,"Italian, Italian style pizza, Salads",Schönhauser Allee 156,10435,Berlin
640,Smokey Greens,https://www.lieferando.de/en/menu/smokey-greens,4.5,88,"Vegetarian, Burgers, Vegan",Oderberger Straße 41,10435,Berlin
641,Bistro Öz Tadim,https://www.lieferando.de/en/menu/bistro-oez-tadim,4.5,74,"Döner, Arab, Falafel",Alt Moabit 76,10555,Berlin
642,Mr. Hoang,https://www.lieferando.de/en/menu/mr-hoang-berlin,4.5,1344,"Vietnamese, Vegetarian, Asian",Gerichtstr. 30,13347,Berlin
643,Hanoi St. 16,https://www.lieferando.de/en/menu/hanoi-st-16,4.5,323,"Sushi, Vietnamese, Asian",Torfstraße 16,13353,Berlin
644,Don Giovanni,https://www.lieferando.de/en/menu/berlin-don-giovanni,4.0,365,"Italian, Italian style pizza, Argentinian",Werftstraße 21,10557,Berlin
645,Monsieur Vuong,https://www.lieferando.de/en/menu/monsieur-vuong,5.0,71,"Vietnamese, Vegetarian, Soups",Alte Schönhauser Str. 46,10119,Berlin
646,Ninhao China Restaurant,https://www.lieferando.de/en/menu/ninhao-china-restaurant,5.0,64,"Chinese, Vegetarian, Asian",Bismarckstraße 24,10625,Berlin
647,Yildiz Gözleme,https://www.lieferando.de/en/menu/yildiz-goezleme-wedding,5.0,166,"Turkish, Breakfast, Salads",Müllerstraße 133A,13349,Berlin
648,Mr. Pfani - Polnische Küche,https://www.lieferando.de/en/menu/mrpfani,5.0,106,"Desserts, Polish, Pancakes",Müllerstrasse 123-125,13349,Berlin
649,Jasper's Restaurant,https://www.lieferando.de/en/menu/jaspers-restaurant,5.0,150,"Burgers, Vegan, Schnitzel",Anklamer Straße 27,10115,Berlin
650,Suite Seventeen Restaurant,https://www.lieferando.de/en/menu/suite-seventeen-restaurant,5.0,68,French,Bochumer Straße 17,10555,Berlin
651,Aromi e Sapori,https://www.lieferando.de/en/menu/aromi-e-sapori,5.0,93,"Italian, Pasta",Strassburger Straße 29,10405,Berlin
652,dean & david,https://www.lieferando.de/en/menu/dean-david-berlin-karl-liebknecht-strasse,4.0,545,"Vegetarian, Vegan, Salads",Karl-Liebknecht-Str. 7,10178,Berlin
653,Co Chu Vietnam Gourmet Berlin,https://www.lieferando.de/en/menu/co-chu-vietnam-gourmet-berlin,4.5,191,"Vietnamese, Curry, Asian",Invalidenstraße 29,10115,Berlin
654,Mr. Le,https://www.lieferando.de/en/menu/mr-lee-10437,4.5,99,"Thai, Vietnamese, Asian",Schönhauser Allee 140,10437,Berlin
655,Com Nam,https://www.lieferando.de/en/menu/com-nam,4.5,128,"Vietnamese, Vegetarian, Asian",Große Präsidentenstraße 5,10178,Berlin
656,My Anh,https://www.lieferando.de/en/menu/my-anh-berlin-1,4.5,100,"Thai, Vietnamese, Asian",Greifswalder Straße 3,10405,Berlin
657,Raum Schwalbe,https://www.lieferando.de/en/menu/raum-schwalbe,4.5,25,"Gluten-free, Brazilian, Poke bowl",Winsstraße 9,10405,Berlin
658,ROU Vegetarian,https://www.lieferando.de/en/menu/rou-vegetarian-online,4.5,238,"Vietnamese, Vegetarian, Asian",Schwedter Straße 25,10119,Berlin
659,Buffalo 2,https://www.lieferando.de/en/menu/buffalo-2,4.5,330,"Mexican, American style pizza, Burgers",Reinickendorfer Strasse 5,13347,Berlin
660,Nha Toi Restaurant,https://www.lieferando.de/en/menu/nha-toi-restaurant,4.5,82,"Vietnamese, Vegetarian, Asian",Schönhauser Allee 157,10435,Berlin
661,Der blaue Fuchs,https://www.lieferando.de/en/menu/der-blaue-fuchs,4.5,29,"Chicken, Vegan, Pork",Knaackstraße 43,10435,Berlin
662,Mex-Burger 1,https://www.lieferando.de/en/menu/mex-burger-1,4.5,127,"Italian style pizza, American, Burgers",Maxstraße 14,13347,Berlin
663,Schust,https://www.lieferando.de/en/menu/schust,4.5,215,German,Eberswalder Straße 34,10437,Berlin
664,Restaurant Pasternak,https://www.lieferando.de/en/menu/restaurant-pasternak,4.5,29,"Russian, Vegan, Salads",Knaackstraße 22,10405,Berlin
665,Restaurant Kollwitz,https://www.lieferando.de/en/menu/restaurant-kollwitz,4.5,189,"German dishes, Burgers, Pasta",Wörther Straße 33,10405,Berlin
666,Bangkok Bites,https://www.lieferando.de/en/menu/bangkok-bites-berlin,4.5,17,"Thai, Vegan, Asian",Schönhauser Allee 10-11,10119,Berlin
667,Salar of India,https://www.lieferando.de/en/menu/salar-of-india-12101,4.5,136,"Indian, Curry, Asian",Werner-Voß-Damm 60,12101,Berlin
668,Gujrat Palace Restaurant,https://www.lieferando.de/en/menu/gujrat-palace-restaurant,4.0,1019,"Indian, Fish, Chicken",Quellweg / rechter Betrieb 23,13629,Berlin
669,Mandi Halal,https://www.lieferando.de/en/menu/mandi-halal,3.5,96,"American style pizza, Burgers, Arab",Seestraße 57,13347,Berlin
670,Royals & Rice x Sons of Mana,https://www.lieferando.de/en/menu/royals-rice-x-sons-of-mana-1,4.0,209,"Vietnamese, Asian, Poke bowl",Friedrichstraße 67,10117,Berlin
671,My Indian Dream,https://www.lieferando.de/en/menu/india-sweet-house,4.0,203,"Indian, Fish, Chicken",Piesporter Straße 52,13088,Berlin
672,Berliner Marcus Bräu,https://www.lieferando.de/en/menu/berliner-marcus-brau,4.0,153,"German, German dishes, Schnitzel",Münzstr. 3,10178,Berlin
673,Khushi Indian cuisine,https://www.lieferando.de/en/menu/khushi-indian-cuisine-berlin,4.0,311,Indian,Kollwitzstrasse 37,10405,Berlin
674,Burgerie,https://www.lieferando.de/en/menu/burgerie-berlin-1,4.0,98,"Snacks, Burgers, Fries",Schönhauser Allee 50,10437,Berlin
675,Pizza Hut,https://www.lieferando.de/en/menu/pizza-hut-berlin-potsdamer-platz,4.0,383,"Italian style pizza, American style pizza, Pasta",Potsdamer Platz 1,10785,Berlin
676,KUMARI - Indian Food,https://www.lieferando.de/en/menu/kumari-indian-food,4.0,356,"Indian, Homemade",Badstraße 4,13357,Berlin
677,Restaurant Bella Italia Berlin,https://www.lieferando.de/en/menu/restaurant-bella-italia-berlin,4.0,548,"Italian, Italian style pizza, Pasta",Brunnenstraße 104,13355,Berlin
678,Coréen,https://www.lieferando.de/en/menu/coreen,4.0,107,"Vegetarian, Korean, Asian",Torstraße 179,10115,Berlin
679,Salah Steinofenpizza,https://www.lieferando.de/en/menu/salah-imbiss,4.0,595,"Italian style pizza, Burgers, Pasta",Prenzlauer Allee 197,10405,Berlin
680,Quchnia,https://www.lieferando.de/en/menu/quchnia-berlin-1,4.0,16,"Breakfast, Pancakes",Markgrafenstraße 35,10117,Berlin
681,DR. FRINGETOAST by Schmalzmann Delicatesserie,https://www.lieferando.de/en/menu/schmalzmann-delicatesserie,4.0,18,"Fish, Burgers, British",Hufelandstraße 3,10407,Berlin
682,DB Service Store,https://www.lieferando.de/en/menu/spar-express-berlin-lehrter-bhf,4.0,3,"Drinks, Drinks/Snacks, Groceries",Europaplatz 1,10557,Berlin
683,Eis auf Heiss,https://www.lieferando.de/en/menu/eis-auf-heiss,3.5,291,"Italian style pizza, Burgers, Pasta",Voigtstraße 39,10247,Berlin
684,Fellas Österreichische Küche,https://www.lieferando.de/en/menu/fellas-oesterreichische-kueche,3.5,170,"Austrian cuisine, Vegan, Schnitzel",Stargarder Straße 3,10437,Berlin
685,AndaluZia,https://www.lieferando.de/en/menu/andaluzia,3.5,15,"Spanish/Tapas, Salads, Seafood",Kopenhagener Straße 69,10437,Berlin
686,JOSEPH,https://www.lieferando.de/en/menu/joseph-berlin,3.5,3,"Vegetarian, Chicken, Arab",Friedrichstraße 113,10117,Berlin
687,Dumpling House & Bubble Tee,https://www.lieferando.de/en/menu/dumpling-house,3.5,10,"Vegetarian, Dumplings, Asian",Spandauer Straße 3,10178,Berlin
688,La Margherita,https://www.lieferando.de/en/menu/la-margherita-danziger-strasse,3.5,6,"Italian style pizza, Vegetarian, Vegan",Danziger Straße 35,10435,Berlin
689,Wonder Waffel,https://www.lieferando.de/en/menu/wonder-waffel-berlin-leipziger-platz,3.0,7,"Snacks, Cake, Desserts",Leipziger Platz 12,10117,Berlin
690,Die Eins,https://www.lieferando.de/en/menu/die-eins,2.5,5,"Italian, Pasta",Wilhelmstr. 67A,10117,Berlin
691,Flying Monkey,https://www.lieferando.de/en/menu/flying-monkey,2.5,3,"Vegetarian, Dumplings, Asian",Kastanienallee 15,10435,Berlin
692,Andy's Diner and Bar,https://www.lieferando.de/en/menu/andys-diner-bar,0.0,0,"Snacks, American, Burgers",Karl-Liebknecht-Straße 5,10178,Berlin
693,Vino & Basilico,https://www.lieferando.de/en/menu/vino-basilico,0.0,0,"Italian, Steaks, Pasta",Tucholskystraße 18/20,10117,Berlin
694,XOI - Sticky Rice,https://www.lieferando.de/en/menu/xoi-sticky-rice,0.0,0,"Vietnamese, Sandwiches",Torstraße 227,10115,Berlin
695,Salt n Bone,https://www.lieferando.de/en/menu/saltn-bone,0.0,0,"Spare ribs, American, Burgers",Schliemannstraße 31,10437,Berlin
696,Cyclo,https://www.lieferando.de/en/menu/cyclo-propstr,0.0,0,"Vietnamese, Vegetarian, Asian",Propststraße 1,10178,Berlin
697,Sun Day Burger,https://www.lieferando.de/en/menu/sun-day-burger,0.0,0,"Burgers, Salads, Fries",Bernauer Straße 63,13355,Berlin
698,Spoonful BERLIN,https://www.lieferando.de/en/menu/spoonful-berlin-mitte,0.0,0,"Desserts, Ice cream, Vegan",Auguststraße 63,10117,Berlin
699,Manju,https://www.lieferando.de/en/menu/manju-berlin-leipziger-platz,0.0,0,"Indian, Chicken, Asian",Leipziger Platz 12,10117,Berlin
700,Frische Quarkbällchen,https://www.lieferando.de/en/menu/frische-quarkbaellchen,0.0,0,"Desserts, Baked Goods",Prenzlauer Allee 180,10405,Berlin
701,Spar Express,https://www.lieferando.de/en/menu/spar-express-berlin-alexanderplatz,0.0,0,"Drinks, Drinks/Snacks, Groceries",Alexanderplatz DZL,10178,Berlin
704,Pizza Meister,https://www.lieferando.de/en/menu/pizza-meister-2,4.0,9,"Italian, Italian style pizza, Salads",Zossener Straße 12,10961,Berlin
712,Saiko Sushi,https://www.lieferando.de/en/menu/saiko-sushi-b1,5.0,598,"Sushi, Japanese, Asian",Yorckstraße 77,10965,Berlin
715,Thai Huong Snack,https://www.lieferando.de/en/menu/thai-huong-snack,4.5,22435,"Chinese, Sushi, Thai",Heinrich Heine Platz 12,10179,Berlin
717,Dunkin' Donuts,https://www.lieferando.de/en/menu/dunkin-donuts-berlin-am-ostbahnhof,4.5,87,"Cake, Desserts",Am Ostbahnhof 9,10243,Berlin
721,Rissani,https://www.lieferando.de/en/menu/rissani,0.0,0,"Moroccan, Sandwiches",Spreewaldplatz 6,10999,Berlin
722,AsiaLand,https://www.lieferando.de/en/menu/asialand-berlin,0.0,0,"Sushi, Japanese, Asian",Augsburger Straße 29,10789,Berlin
724,Tole's Backshop,https://www.lieferando.de/en/menu/toles-backshop,0.0,0,"Breakfast, Baked Goods",Welserstraße 30,10777,Berlin
727,Mubi's Cookies,https://www.lieferando.de/en/menu/mubis-cookies,0.0,0,"Desserts, Ice cream, Baked Goods",Reichenberger Straße 176,10999,Berlin
731,Rivado,https://www.lieferando.de/en/menu/rivado,0.0,0,"Steaks, Salads",Kurfürstenstraße 79,10787,Berlin
732,Mama's Küche 22,https://www.lieferando.de/en/menu/mamas-kuche-22,0.0,0,"Turkish, Desserts, Salads",Yorckstrasse 22,10965,Berlin
738,Da Vinci Pizza-Pasta-Salate,https://www.lieferando.de/en/menu/da-vinci-new-owner,4.5,2484,"Italian style pizza, Vegan, Pasta",Derfflingerstraße 19,10785,Berlin
752,Swadishta,https://www.lieferando.de/en/menu/swadishta-1,4.0,228,"Indian, Vegetarian, Vegan",Kurfürstenstraße 131a,10785,Berlin
753,SL West Burger Grill,https://www.lieferando.de/en/menu/west-burger-grill,4.5,503,"Spare ribs, Burgers, Vegan",Uhlandstraße 137,10717,Berlin
758,Bao An,https://www.lieferando.de/en/menu/bao-an,4.5,2302,"Sushi, Vietnamese, Vegetarian",Berliner Straße 17,10715,Berlin
759,OToTO,https://www.lieferando.de/en/menu/ototo,4.5,682,"Sushi, Asian, Poke bowl",Grunewaldstraße 39,10825,Berlin
763,Getränke Bärlin,https://www.lieferando.de/en/menu/getranke-barlin,5.0,29,"Drinks/Snacks, Ice cream",Hohenzollerndamm 197,10717,Berlin
765,RussischEssen,https://www.lieferando.de/en/menu/russischessen,5.0,704,"Steaks, Chicken, Russian",Genthiner Straße 41,10785,Berlin
770,Habibi - Falafel & Schawarma,https://www.lieferando.de/en/menu/habibi-falafel-schawarma,4.0,239,"Vegetarian, Arab, Falafel",Goltzstraße 24,10781,Berlin
774,Masuta Sushi,https://www.lieferando.de/en/menu/masuta-sushi,4.5,857,"Sushi, Vegetarian, Poke bowl",Manteuffelstraße 99,10997,Berlin
778,BITES Asian Tapas & Bowls,https://www.lieferando.de/en/menu/bites-yorckstrasse,4.5,107,"Vegetarian, Vegan, Asian",Yorckstr. 22,10965,Berlin
780,Pizza La Rosa,https://www.lieferando.de/en/menu/pizza-la-rosa-berlin,4.5,328,"Italian, Italian style pizza, Pasta",Hauptstraße 26,10827,Berlin
781,Burgermeister Kotti,https://www.lieferando.de/en/menu/burgermeister-berlin,4.0,1605,"Snacks, American, Burgers",Skalitzer Straße 136,10999,Berlin
783,Sticks'n'Sushi,https://www.lieferando.de/en/menu/sticks-n-sushi,4.5,258,"Sushi, Fish, Japanese",Potsdamer Straße 85,10785,Berlin
785,Mmaah Korean BBQ Express,https://www.lieferando.de/en/menu/mmaah-nollendorfplatz,4.5,1545,"Vegetarian, Korean, Asian",Nollendorfstraße 31,10777,Berlin
788,Yummy Kitchen,https://www.lieferando.de/en/menu/yummy-kitchen,4.0,90,"Chicken, Burgers, Wraps",Zossener Straße 13,10961,Berlin
791,Asia Momente,https://www.lieferando.de/en/menu/asia-momente,4.5,579,"Sushi, Vegan, Asian",Josef-Orlopp-Straße 44,10365,Berlin
794,Sushi Nami,https://www.lieferando.de/en/menu/sushi-nami-wiener-strasse-berlin,4.5,173,"Sushi, Asian, Poke bowl",Wiener Straße 24,10999,Berlin
796,Guacamole,https://www.lieferando.de/en/menu/guacamole-10965,4.5,466,"Mexican, Drinks/Snacks, Sandwiches",Dudenstraße 6 rechts,10965,Berlin
798,At Omar's,https://www.lieferando.de/en/menu/at-omars,4.5,2598,"Vegan, Falafel, Syrian",Uhlandstr. 142,10719,Berlin
800,Fusion 137,https://www.lieferando.de/en/menu/fusion-137,4.5,171,"Italian style pizza, Burgers, Vegan",Uhlandstraße 106a,10717,Berlin
803,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-checkpoint-charlie,3.5,1639,"American, Burgers, Ice cream",Friedrichstraße 207,10969,Berlin
804,Bowl Your Soul,https://www.lieferando.de/en/menu/bowl-your-soul,4.5,166,"Snacks, Salads, Poke bowl",Weserstr. 213,12047,Berlin
805,What a treat,https://www.lieferando.de/en/menu/what-a-treat,4.0,648,"Breakfast, Burgers, 100% Halal",Gneisenaustrasse 94,10961,Berlin
806,Knofi,https://www.lieferando.de/en/menu/knofi,4.5,26,"Vegetarian, Pasta",Bergmannstraße 98,10961,Berlin
807,Abirams Berlin,https://www.lieferando.de/en/menu/abirams-berlin,4.5,25,"Indian, Chicken, Vegan",Zossener Strasse 12,10961,Berlin
811,Sushi For You,https://www.lieferando.de/en/menu/sushi-for-you-berlin-heinrich-heine-str,4.5,498,"Sushi, Japanese, Asian",Heinrich-Heine-Straße 29,10179,Berlin
813,Indisches Restaurant Muglia,https://www.lieferando.de/en/menu/muglia-berlin,4.5,11305,"Indian, Chicken, Curry",Gneisenaustraße 69,10961,Berlin
814,Sushi Moto,https://www.lieferando.de/en/menu/sushi-moto,4.5,671,"Sushi, Asian, Poke bowl",Ohlauer Strasse 27,10999,Berlin
815,WORLD OF PIZZA,https://www.lieferando.de/en/menu/world-of-pizza-berlin-mitte,4.5,3956,"Italian style pizza, Burgers, Gluten-free",Seydelstr. 18,10117,Mitte
816,Nachtigall Imbiss - Libanesische Küche,https://www.lieferando.de/en/menu/nachtigall-imbiss-libanesische-kueche,4.5,1297,"Lebanese, Sandwiches, Arab",Ohlauer Strasse 10,10999,Berlin
817,Piccola Romantica,https://www.lieferando.de/en/menu/piccola-romantica-10965,4.5,1046,"Italian style pizza, Salads, Pasta",Bergmannstr. 19,10961,Berlin
818,Veggie & Vega - Restaurant,https://www.lieferando.de/en/menu/veggie-vega-restaurant,3.5,132,"Indian, Vegetarian, Vegan",Bergmannstraße 27,10961,Berlin
819,Hasir Burger,https://www.lieferando.de/en/menu/hasir-burger,4.0,538,"American, Burgers, Fries",Adalbertstraße 91,10999,Berlin
822,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-berlin-wilhelmstrasse,4.0,300,"Italian style pizza, Burgers, Pasta",Wilhelmstraße 23,10963,Berlin
823,Sushi Yume,https://www.lieferando.de/en/menu/sushi-yume-1,4.5,158,"Sushi, Soups, Poke bowl",Hertastraße 14,12051,Berlin
824,Burger City,https://www.lieferando.de/en/menu/burger-city-berlin-potsdamer-strasse,4.0,787,"Vegetarian, Burgers, 100% Halal",Potsdamer Straße 129,10783,Berlin
827,Papa Ari,https://www.lieferando.de/en/menu/papa-ari-berlin,5.0,126,"Burgers, Salads, Pasta",Puderstraße 8,12435,Berlin
828,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-kreuzberg-nord,4.5,3586,"Snacks, Italian style pizza, American style pizza",Oranienstraße 52,10969,Berlin
829,Kim Long Asia,https://www.lieferando.de/en/menu/kim-long-asia-berlin,4.5,1240,"Thai, Curry, Asian",Potsdamer Straße 118,10785,Berlin
831,AnCom Kitchen,https://www.lieferando.de/en/menu/ancom,4.5,386,"Chinese, Vietnamese, Asian",Gneisenaustraße 62,10961,Berlin
833,Baharat Falafel & Shawarma,https://www.lieferando.de/en/menu/baharat-falafel,4.5,299,"Vegetarian, Falafel",Winterfeldtstraße 37,10781,Berlin
834,Planet Bowl Berlin,https://www.lieferando.de/en/menu/planet-bowl-berlin,4.5,151,"Vegetarian, Vegan, Poke bowl",Adalbertstraße 7,10999,Berlin
844,Burger am Feld,https://www.lieferando.de/en/menu/burger-am-feld-gitschiner-strasse,4.5,173,"Vegetarian, Burgers, 100% Halal",Gitschiner Straße 70,10969,Berlin
845,Guru,https://www.lieferando.de/en/menu/guru-berlin,4.5,970,"Indian, Chicken, Curry",Körtestr. 30,10967,Berlin
848,Trattoria Pirandello,https://www.lieferando.de/en/menu/pirandello-berlin,4.0,1185,"Italian, Italian style pizza, Pasta",Manfred von Richthofenstraße 9,12101,Berlin
849,Sushi Nami Schöneberg,https://www.lieferando.de/en/menu/sushi-nami-schoeneberg-10825,4.5,363,"Sushi, Asian, Poke bowl",Grunewaldstraße 39,10825,Berlin
851,Kebab Kingz,https://www.lieferando.de/en/menu/kebap-kingz,4.0,559,"Turkish, Burgers, Döner",Knaackstraße 96/98,10435,Berlin
853,Phantasia Restaurant,https://www.lieferando.de/en/menu/phantasia-online,4.5,340,"Sushi, Japanese, Dumplings",Mehringdamm 44-46,10961,Berlin
854,Kaiju,https://www.lieferando.de/en/menu/kaiju,4.5,65,"Sushi, Vietnamese, Asian",Grunewaldstraße 21,10823,Berlin
857,Prisma Pavillon,https://www.lieferando.de/en/menu/prisma-pavillon,4.0,96,"Italian style pizza, Homemade, Pasta",Fraenkelufer 2,10999,Berlin
858,Barcomi's,https://www.lieferando.de/en/menu/barcomis,5.0,65,"Sandwiches, Desserts",Bergmannstraße 21,10961,Berlin
861,Baklavaci Antepliogullari,https://www.lieferando.de/en/menu/baklavaci-antepliogullari-skalitzer-str,5.0,36,"Turkish, Desserts",Skalitzer Straße 134,10999,Berlin
864,Pasam Baklava,https://www.lieferando.de/en/menu/pasam-baklava,5.0,13,"Turkish, Cake, Desserts",Goebenstraße 12a,10783,Berlin
868,Mom's Kitchen,https://www.lieferando.de/en/menu/moms-kitchen-berlin-1,5.0,12,"Turkish, Lunch, Vegan",Annenstraße 48,10179,Berlin
872,Burger Time,https://www.lieferando.de/en/menu/burger-time-berlin,4.0,2811,"American, Burgers, Desserts",Kolonnenstr. 27,10829,Berlin
878,Konak Grill (Izmir Köftecisi),https://www.lieferando.de/en/menu/konak-grill-izmir-koeftecisi,4.5,225,"Turkish, Vegetarian, 100% Halal",Reichenberger Straße 10,10999,Berlin
883,Golden Tea Garden,https://www.lieferando.de/en/menu/golden-tea-garden,4.5,415,"Chinese, Sushi, Thai",Leonoren Straße 60,12247,Berlin
884,Dreams,https://www.lieferando.de/en/menu/dreams-1,4.5,849,"Italian style pizza, Salads, Pasta",Wiener Straße 69,10999,Berlin
886,SL Pizza Felice,https://www.lieferando.de/en/menu/sl-pizza-felice,3.5,67,"Italian style pizza, Vegan, Pasta",Leipziger Straße 58,10117,Berlin
890,Swera - Restaurant & Cocktailbar,https://www.lieferando.de/en/menu/swera-restaurant-cocktailbar,4.5,69,"Indian, Vegetarian",Bergmannstraße 103,10961,Berlin
891,Emo's Tempelburger,https://www.lieferando.de/en/menu/emos-tempelburger,4.5,770,"Italian style pizza, Burgers, 100% Halal",Dudenstraße 15,10965,Berlin
892,Olgas Feinkost Imbiss Agora,https://www.lieferando.de/en/menu/imbiss-agora,4.5,92,"Greek, Vegetarian, Salads",Marheinekeplatz 15,10961,Berlin
893,Persepolis Restaurant,https://www.lieferando.de/en/menu/persepolis-restaurant,4.5,245,"Fish, Salads, Iranian",Kurfürstenstraße 127,10785,Berlin
894,Chéri,https://www.lieferando.de/en/menu/cheri,4.5,272,"Mexican, Burgers, Pasta",Dudenstraße 6,10965,Berlin
895,Die kleene Aubergine,https://www.lieferando.de/en/menu/die-kleene-aubergine,4.5,67,"Vegetarian, Vegan, Salads",Marheinekeplatz/Markthalle EG Markthalle,10961,Berlin
896,Kamiko - Berlin,https://www.lieferando.de/en/menu/kamiko-berlin,4.5,293,"Sushi, Vietnamese, Asian",Bergmannstrasse 89,10961,Berlin
